movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
tt0483607,Doomsday,2008,R,105 min,"Action, Sci-Fi, Thriller",5.9,A futuristic action thriller where a team of people work to prevent a disaster threatening the future of the human race.,Neil Marshall,/name/nm0551076/,"Rhona Mitra, 
Bob Hoskins, 
Alexander Siddig, 
Caryn Peterson","/name/nm0593961/,/name/nm0001364/,/name/nm0796502/,/name/nm2944939/",78140.0,10955425.0
tt0325703,Lara Croft Tomb Raider: The Cradle of Life,2003,PG-13,117 min,"Action, Adventure, Fantasy",5.5,"Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.",Jan de Bont,/name/nm0000957/,"Angelina Jolie, 
Gerard Butler, 
Chris Barrie, 
Ciarán Hinds","/name/nm0001401/,/name/nm0124930/,/name/nm0057368/,/name/nm0001354/",140386.0,65660196.0
tt1397280,Taken 2,2012,PG-13,92 min,"Action, Crime, Thriller",6.2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",Olivier Megaton,/name/nm0576298/,"Liam Neeson, 
Famke Janssen, 
Maggie Grace, 
Leland Orser","/name/nm0000553/,/name/nm0000463/,/name/nm1192254/,/name/nm0650702/",310898.0,139854287.0
tt0091499,Maximum Overdrive,1986,R,98 min,"Action, Comedy, Horror",5.4,A group of people try to survive when machines start to come alive and become homicidal.,Stephen King,/name/nm0000175/,"Emilio Estevez, 
Pat Hingle, 
Laura Harrington, 
Yeardley Smith","/name/nm0000389/,/name/nm0385757/,/name/nm0364307/,/name/nm0810379/",33554.0,7433663.0
tt0072926,The Eiger Sanction,1975,Approved,129 min,"Action, Crime, Thriller",6.3,"Classical art professor and collector Dr. Jonathan Hemlock, who doubles as a professional assassin, is coerced out of retirement to avenge the murder of an old friend.",Clint Eastwood,/name/nm0000142/,"Clint Eastwood, 
George Kennedy, 
Vonetta McGee, 
Jack Cassidy","/name/nm0000142/,/name/nm0001421/,/name/nm0569144/,/name/nm0144197/",20616.0,1532229.0
tt0130827,Run Lola Run,1998,R,80 min,"Action, Crime, Thriller",7.7,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",Tom Tykwer,/name/nm0878756/,"Franka Potente, 
Moritz Bleibtreu, 
Herbert Knaup, 
Nina Petri","/name/nm0004376/,/name/nm0001953/,/name/nm0460578/,/name/nm0677899/",201046.0,7267585.0
tt0208003,Big Momma's House,2000,PG-13,99 min,"Action, Comedy, Crime",5.2,"In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.",Raja Gosnell,/name/nm0331532/,"Martin Lawrence, 
Nia Long, 
Paul Giamatti, 
Jascha Washington","/name/nm0001454/,/name/nm0000505/,/name/nm0316079/,/name/nm0913465/",87216.0,117559438.0
tt1025100,Gemini Man,2019,PG-13,117 min,"Action, Adventure, Sci-Fi",5.7,An over-the-hill hitman faces off against a younger clone of himself.,Ang Lee,/name/nm0000487/,"Will Smith, 
Mary Elizabeth Winstead, 
Clive Owen, 
Benedict Wong","/name/nm0000226/,/name/nm0935541/,/name/nm0654110/,/name/nm0938950/",115431.0,48546770.0
tt0118548,Absolute Power,1997,R,121 min,"Action, Crime, Drama",6.7,Career thief Luther Whitney (Clint Eastwood) witnesses a horrific crime involving U.S. President Alan Richmond (Gene Hackman).,Clint Eastwood,/name/nm0000142/,"Clint Eastwood, 
Gene Hackman, 
Ed Harris, 
Laura Linney","/name/nm0000142/,/name/nm0000432/,/name/nm0000438/,/name/nm0001473/",56752.0,50007168.0
tt6811018,The Kid Who Would Be King,2019,PG,120 min,"Action, Adventure, Family",6.1,A band of kids embark on an epic quest to thwart a medieval menace.,Joe Cornish,/name/nm0180428/,"Louis Ashbourne Serkis, 
Denise Gough, 
Dean Chaumoo, 
Tom Taylor","/name/nm6162831/,/name/nm1740112/,/name/nm9299964/,/name/nm6999211/",17476.0,16790790.0
tt0421073,Street Kings,2008,R,109 min,"Action, Crime, Thriller",6.8,"An undercover cop, disillusioned by the death of his wife, is implicated in the murder of an officer and must struggle to clear himself.",David Ayer,/name/nm0043742/,"Keanu Reeves, 
Forest Whitaker, 
Hugh Laurie, 
Chris Evans","/name/nm0000206/,/name/nm0001845/,/name/nm0491402/,/name/nm0262635/",115659.0,26418667.0
tt0092240,The Wraith,1986,PG-13,93 min,"Action, Horror, Romance",5.9,"In a small town in Arizona, a mysterious man/spirit descends from the sky and manifests in a sports car and targets a local violent road-racing gang of motor heads, headed by a ruthless bully who'll do anything to get what he wants.",Mike Marvin,/name/nm0555549/,"Charlie Sheen, 
Nick Cassavetes, 
Sherilyn Fenn, 
Randy Quaid","/name/nm0000221/,/name/nm0001024/,/name/nm0000145/,/name/nm0001642/",17443.0,3500000.0
tt0089370,The Jewel of the Nile,1985,PG,106 min,"Action, Adventure, Comedy",6.1,"When Joan Wilder is abducted while on a trip along the Nile, her boyfriend, Jack Colton, and pal Ralph rush to rescue her and retrieve a fabled jewel.",Lewis Teague,/name/nm0853546/,"Michael Douglas, 
Kathleen Turner, 
Danny DeVito, 
Spyros Fokas","/name/nm0000140/,/name/nm0000678/,/name/nm0000362/,/name/nm0283754/",58929.0,75973200.0
tt0834001,Underworld: Rise of the Lycans,2009,R,92 min,"Action, Fantasy, Thriller",6.5,"An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.",Patrick Tatopoulos,/name/nm0851281/,"Rhona Mitra, 
Michael Sheen, 
Bill Nighy, 
Steven Mackintosh","/name/nm0593961/,/name/nm0790688/,/name/nm0631490/,/name/nm0533599/",162374.0,45802315.0
tt0206314,Joy Ride,2001,R,97 min,"Action, Mystery, Thriller",6.6,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychopathic killer.",John Dahl,/name/nm0001093/,"Steve Zahn, 
Paul Walker, 
Leelee Sobieski, 
Jessica Bowman","/name/nm0001872/,/name/nm0908094/,/name/nm0005447/,/name/nm0101333/",71400.0,21973182.0
tt0112715,Congo,1995,PG-13,109 min,"Action, Adventure, Mystery",5.3,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",Frank Marshall,/name/nm0550881/,"Laura Linney, 
Tim Curry, 
Dylan Walsh, 
Ernie Hudson","/name/nm0001473/,/name/nm0000347/,/name/nm0909620/,/name/nm0001368/",46610.0,81022101.0
tt0073631,Rollerball,1975,Approved,125 min,"Action, Sci-Fi, Sport",6.6,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",Norman Jewison,/name/nm0422484/,"James Caan, 
John Houseman, 
Maud Adams, 
John Beck","/name/nm0001001/,/name/nm0002144/,/name/nm0000726/,/name/nm0065183/",26162.0,30000000.0
tt2975578,The Purge: Anarchy,2014,R,103 min,"Action, Horror, Sci-Fi",6.4,"Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs.",James DeMonaco,/name/nm0218621/,"Frank Grillo, 
Carmen Ejogo, 
Zach Gilford, 
Kiele Sanchez","/name/nm0342029/,/name/nm0252238/,/name/nm1472917/,/name/nm0760989/",154988.0,71962800.0
tt2002718,Machete Kills,2013,R,107 min,"Action, Crime, Thriller",5.6,The U.S. government recruits Machete to battle his way through Mexico in order to take down an arms dealer who looks to launch a weapon into space.,Robert Rodriguez,/name/nm0001675/,"Danny Trejo, 
Alexa PenaVega, 
Mel Gibson, 
Jessica Alba","/name/nm0001803/,/name/nm0891786/,/name/nm0000154/,/name/nm0004695/",80091.0,8008161.0
tt5360952,The Hurricane Heist,2018,PG-13,103 min,"Action, Adventure, Crime",5.1,Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,Rob Cohen,/name/nm0003418/,"Toby Kebbell, 
Maggie Grace, 
Ryan Kwanten, 
Ralph Ineson","/name/nm1527905/,/name/nm1192254/,/name/nm0477127/,/name/nm0408591/",21252.0,6115825.0
tt0419706,Doom,2005,R,105 min,"Action, Horror, Sci-Fi",5.2,Space Marines are sent to investigate strange events at a research facility on Mars but find themselves at the mercy of genetically enhanced killing machines.,Andrzej Bartkowiak,/name/nm0005647/,"Karl Urban, 
Rosamund Pike, 
Dwayne Johnson, 
Deobia Oparei","/name/nm0881631/,/name/nm0683253/,/name/nm0425005/,/name/nm0649046/",115175.0,28212337.0
tt4262980,Shin Godzilla,2016,Not Rated,120 min,"Action, Drama, Horror",6.8,Japan is plunged into chaos upon the appearance of a giant monster.,"Hideaki Anno, 
Shinji Higuchi",/name/nm0030417/,"Hiroki Hasegawa, 
Yutaka Takenouchi, 
Satomi Ishihara, 
Ren Ôsugi","/name/nm0383688/,/name/nm4056296/,/name/nm0847570/,/name/nm1595000/,/name/nm0652592/",29038.0,1918403.0
tt1450321,Filth,2013,R,97 min,"Action, Comedy, Crime",7.0,"A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demons.",Jon S. Baird,/name/nm1580671/,"James McAvoy, 
Jamie Bell, 
Eddie Marsan, 
Imogen Poots","/name/nm0564215/,/name/nm0068260/,/name/nm0550371/,/name/nm1782299/",111120.0,34321.0
tt1727776,Scouts Guide to the Zombie Apocalypse,2015,R,93 min,"Action, Comedy, Horror",6.3,"Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.",Christopher Landon,/name/nm0484907/,"Tye Sheridan, 
Logan Miller, 
Joey Morgan, 
Sarah Dumont","/name/nm4446467/,/name/nm2383250/,/name/nm6368720/,/name/nm3924288/",51986.0,3635292.0
tt4572514,Patriots Day,2016,R,133 min,"Action, Crime, Drama",7.3,"The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible.",Peter Berg,/name/nm0000916/,"Mark Wahlberg, 
Michelle Monaghan, 
J.K. Simmons, 
John Goodman","/name/nm0000242/,/name/nm1157358/,/name/nm0799777/,/name/nm0000422/",105220.0,31886361.0
tt0271668,National Security,2003,PG-13,88 min,"Action, Comedy, Crime",5.6,Two mismatched security guards are thrown together to bust a smuggling operation.,Dennis Dugan,/name/nm0240797/,"Martin Lawrence, 
Steve Zahn, 
Colm Feore, 
Bill Duke","/name/nm0001454/,/name/nm0001872/,/name/nm0272173/,/name/nm0004886/",51926.0,35764982.0
tt0305357,Charlie's Angels: Full Throttle,2003,PG-13,106 min,"Action, Adventure, Comedy",4.9,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.,McG,/name/nm0629334/,"Drew Barrymore, 
Lucy Liu, 
Cameron Diaz, 
Bernie Mac","/name/nm0000106/,/name/nm0005154/,/name/nm0000139/,/name/nm0005170/",129404.0,100830111.0
tt3717252,Underworld: Blood Wars,2016,R,91 min,"Action, Adventure, Fantasy",5.7,Vampire death dealer Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.,Anna Foerster,/name/nm0283816/,"Kate Beckinsale, 
Theo James, 
Tobias Menzies, 
Lara Pulver","/name/nm0000295/,/name/nm3772243/,/name/nm0580014/,/name/nm3091498/",77469.0,30353973.0
tt0120461,Volcano,1997,PG-13,104 min,"Action, Drama, Sci-Fi",5.5,A volcano erupts in downtown Los Angeles and a city official and a seismologist try to stop its inevitable flow through the city.,Mick Jackson,/name/nm0413875/,"Tommy Lee Jones, 
Anne Heche, 
Gaby Hoffmann, 
Don Cheadle","/name/nm0000169/,/name/nm0000162/,/name/nm0000451/,/name/nm0000332/",78185.0,49323468.0
tt1855325,Resident Evil: Retribution,2012,R,95 min,"Action, Horror, Sci-Fi",5.3,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,Paul W.S. Anderson,/name/nm0027271/,"Milla Jovovich, 
Sienna Guillory, 
Michelle Rodriguez, 
Aryana Engineer","/name/nm0000170/,/name/nm0347149/,/name/nm0735442/,/name/nm2954597/",144730.0,42345531.0
tt0097138,Cyborg,1989,R,86 min,"Action, Sci-Fi, Thriller",5.0,A martial artist hunts a killer in a plague-infested urban dump of the future.,Albert Pyun,/name/nm0089502/,"Jean-Claude Van Damme, 
Deborah Richter, 
Vincent Klyn, 
Alex Daniels","/name/nm0000241/,/name/nm0725223/,/name/nm0460288/,/name/nm0199830/",32278.0,10166459.0
tt0097027,Casualties of War,1989,R,113 min,"Action, Crime, Drama",7.1,"During the Vietnam War, a soldier finds himself the outsider of his own squad when they unnecessarily kidnap a female villager.",Brian De Palma,/name/nm0000361/,"Michael J. Fox, 
Sean Penn, 
Don Harvey, 
John C. Reilly","/name/nm0000150/,/name/nm0000576/,/name/nm0367496/,/name/nm0000604/",45430.0,18671317.0
tt0433362,Daybreakers,2009,R,98 min,"Action, Horror, Sci-Fi",6.4,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vamps on a way to save humankind.","Michael Spierig, 
Peter Spierig",/name/nm1294961/,"Ethan Hawke, 
Willem Dafoe, 
Sam Neill, 
Harriet Minto-Day","/name/nm1294962/,/name/nm0000160/,/name/nm0000353/,/name/nm0000554/,/name/nm3735190/",130794.0,30101577.0
tt0072251,The Taking of Pelham One Two Three,1974,R,104 min,"Action, Crime, Thriller",7.6,"Four armed men hijack a New York City subway car and demand a ransom for the passengers. The city's police are faced with a conundrum: Even if it's paid, how could they get away?",Joseph Sargent,/name/nm0765121/,"Walter Matthau, 
Robert Shaw, 
Martin Balsam, 
Hector Elizondo","/name/nm0000527/,/name/nm0001727/,/name/nm0000842/,/name/nm0001185/",32185.0,2491455.0
tt0432021,Resident Evil: Extinction,2007,R,94 min,"Action, Horror, Sci-Fi",6.2,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.",Russell Mulcahy,/name/nm0611683/,"Milla Jovovich, 
Ali Larter, 
Oded Fehr, 
Iain Glen","/name/nm0000170/,/name/nm0005123/,/name/nm0004912/,/name/nm0322513/",198392.0,50648679.0
tt0119173,G.I. Jane,1997,R,125 min,"Action, Drama, War",6.0,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,Ridley Scott,/name/nm0000631/,"Demi Moore, 
Viggo Mortensen, 
Anne Bancroft, 
Jason Beghe","/name/nm0000193/,/name/nm0001557/,/name/nm0000843/,/name/nm0000892/",83300.0,48169156.0
tt0105402,Sidekicks,1992,PG,101 min,"Action, Adventure, Comedy",5.1,A bullied teen who fantasizes about being Chuck Norris' sidekick trains in martial arts to fulfill his dreams.,Aaron Norris,/name/nm0635760/,"Chuck Norris, 
Beau Bridges, 
Jonathan Brandis, 
Mako","/name/nm0001569/,/name/nm0000977/,/name/nm0000970/,/name/nm0538683/",9185.0,17180393.0
tt0375568,Astro Boy,2009,PG,94 min,"Animation, Action, Adventure",6.2,"When an android replica of a boy is rejected by his aggrieved creator, he goes off to find his own identity in an adventure that would make him the greatest hero of his time.",David Bowers,/name/nm0101047/,"Freddie Highmore, 
Nicolas Cage, 
Kristen Bell, 
Charlize Theron","/name/nm0383603/,/name/nm0000115/,/name/nm0068338/,/name/nm0000234/",37707.0,19548064.0
tt1657507,Colombiana,2011,PG-13,108 min,"Action, Drama, Thriller",6.4,A young girl in Bogotá witnesses her parents' murder and grows up to be a stone-cold assassin.,Olivier Megaton,/name/nm0576298/,"Zoe Saldana, 
Michael Vartan, 
Callum Blue, 
Jordi Mollà","/name/nm0757855/,/name/nm0890232/,/name/nm0089485/,/name/nm0003244/",103054.0,36665854.0
tt2172934,3 Days to Kill,2014,PG-13,117 min,"Action, Drama, Thriller",6.2,A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.,McG,/name/nm0629334/,"Kevin Costner, 
Hailee Steinfeld, 
Connie Nielsen, 
Amber Heard","/name/nm0000126/,/name/nm2794962/,/name/nm0001567/,/name/nm1720028/",94806.0,30697999.0
tt0086859,Against All Odds,1984,R,128 min,"Action, Adventure, Crime",5.9,"A gangster hires an ex-football player to find his girlfriend. When he finds her, they fall in love, and the twists start to appear.",Taylor Hackford,/name/nm0000431/,"Rachel Ward, 
Jeff Bridges, 
James Woods, 
Alex Karras","/name/nm0001829/,/name/nm0000313/,/name/nm0000249/,/name/nm0440090/",12752.0,25100000.0
tt0388482,Transporter 2,2005,PG-13,87 min,"Action, Crime, Thriller",6.3,"Transporter Frank Martin, surfaces in Miami, Florida and is implicated in the kidnapping of the young son of a powerful USA official.",Louis Leterrier,/name/nm0504642/,"Jason Statham, 
Amber Valletta, 
Kate Nauta, 
Alessandro Gassmann","/name/nm0005458/,/name/nm0005520/,/name/nm1690331/,/name/nm0309348/",206228.0,43095600.0
tt0338337,Paycheck,2003,PG-13,119 min,"Action, Mystery, Sci-Fi",6.3,"What seemed like a breezy idea for an engineer to net him millions of dollars, leaves him on the run for his life and piecing together why he's being chased.",John Woo,/name/nm0000247/,"Ben Affleck, 
Aaron Eckhart, 
Uma Thurman, 
Michael C. Hall","/name/nm0000255/,/name/nm0001173/,/name/nm0000235/,/name/nm0355910/",110073.0,53790451.0
tt0078723,1941,1979,PG,118 min,"Action, Comedy, War",5.8,Hysterical Californians prepare for a Japanese invasion in the days after Pearl Harbor.,Steven Spielberg,/name/nm0000229/,"John Belushi, 
Dan Aykroyd, 
Treat Williams, 
Nancy Allen","/name/nm0000004/,/name/nm0000101/,/name/nm0001852/,/name/nm0000262/",34581.0,31755742.0
tt0100260,Nightbreed,1990,R,102 min,"Action, Fantasy, Horror",6.5,"A troubled young man is drawn to a mythical place called Midian where a variety of friendly monsters are hiding from humanity. Meanwhile, a sadistic serial killer is looking for a patsy.",Clive Barker,/name/nm0000850/,"Craig Sheffer, 
David Cronenberg, 
Anne Bobby, 
Charles Haid","/name/nm0001729/,/name/nm0000343/,/name/nm0090321/,/name/nm0354024/",24350.0,8862354.0
tt0266987,Spy Game,2001,R,126 min,"Action, Crime, Thriller",7.0,Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors.,Tony Scott,/name/nm0001716/,"Robert Redford, 
Brad Pitt, 
Catherine McCormack, 
Stephen Dillane","/name/nm0000602/,/name/nm0000093/,/name/nm0001517/,/name/nm0226820/",159493.0,26871.0
tt0114781,Under Siege 2: Dark Territory,1995,R,100 min,"Action, Adventure, Thriller",5.5,"Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite.",Geoff Murphy,/name/nm0614276/,"Steven Seagal, 
Eric Bogosian, 
Everett McGill, 
Katherine Heigl","/name/nm0000219/,/name/nm0091899/,/name/nm0569239/,/name/nm0001337/",47913.0,50024083.0
tt0185183,Battlefield Earth,2000,PG-13,118 min,"Action, Adventure, Sci-Fi",2.5,"It's the year 3000 A.D., and the Earth is lost to the alien race of Psychlos. Humanity is enslaved by these gold-thirsty tyrants, who are unaware that their 'man-animals' are about to ignite the rebellion of a lifetime.",Roger Christian,/name/nm0002337/,"John Travolta, 
Forest Whitaker, 
Barry Pepper, 
Kim Coates","/name/nm0000237/,/name/nm0001845/,/name/nm0001608/,/name/nm0167649/",80908.0,21471685.0
tt1549920,The Last Stand,2013,R,107 min,"Action, Thriller, Western",6.3,"The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff.",Jee-woon Kim,/name/nm0453518/,"Arnold Schwarzenegger, 
Forest Whitaker, 
Johnny Knoxville, 
Rodrigo Santoro","/name/nm0000216/,/name/nm0001845/,/name/nm0424216/,/name/nm0763928/",140508.0,12050299.0
tt0115759,Broken Arrow,1996,R,108 min,"Action, Adventure, Thriller",6.1,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,John Woo,/name/nm0000247/,"John Travolta, 
Christian Slater, 
Samantha Mathis, 
Delroy Lindo","/name/nm0000237/,/name/nm0000225/,/name/nm0000526/,/name/nm0005148/",100647.0,70770147.0
tt4190530,Anthropoid,2016,R,120 min,"Action, Biography, Drama",7.2,"Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler.",Sean Ellis,/name/nm1193346/,"Jamie Dornan, 
Cillian Murphy, 
Brian Caspe, 
Karel Hermánek Jr.","/name/nm1946193/,/name/nm0614165/,/name/nm1340370/,/name/nm0379239/",50087.0,2959288.0
tt1742334,Sabotage,2014,R,109 min,"Action, Crime, Drama",5.7,Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.,David Ayer,/name/nm0043742/,"Arnold Schwarzenegger, 
Sam Worthington, 
Terrence Howard, 
Olivia Williams","/name/nm0000216/,/name/nm0941777/,/name/nm0005024/,/name/nm0931404/",64447.0,10508518.0
tt2679042,Hitman: Agent 47,2015,R,96 min,"Action, Crime, Thriller",5.7,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,Aleksander Bach,/name/nm5507490/,"Rupert Friend, 
Hannah Ware, 
Zachary Quinto, 
Ciarán Hinds","/name/nm1670029/,/name/nm3799669/,/name/nm0704270/,/name/nm0001354/",92432.0,22467450.0
tt0120828,Six Days Seven Nights,1998,PG-13,102 min,"Action, Adventure, Comedy",5.9,"Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island.",Ivan Reitman,/name/nm0718645/,"Harrison Ford, 
Anne Heche, 
David Schwimmer, 
Jacqueline Obradors","/name/nm0000148/,/name/nm0000162/,/name/nm0001710/,/name/nm0005283/",79722.0,74329966.0
tt0056197,The Longest Day,1962,G,178 min,"Action, Drama, History",7.7,"The events of D-Day, told on a grand scale from both the Allied and German points of view.","Ken Annakin, 
Andrew Marton, 
Gerd Oswald, 
Bernhard Wicki, 
Darryl F. Zanuck",/name/nm0002175/,"John Wayne, 
Robert Ryan, 
Richard Burton, 
Henry Fonda","/name/nm0554249/,/name/nm0652631/,/name/nm0926919/,/name/nm0953123/,/name/nm0000078/,/name/nm0752813/,/name/nm0000009/,/name/nm0000020/",56834.0,39100000.0
tt0087262,Firestarter,1984,R,114 min,"Action, Horror, Sci-Fi",6.0,A couple who participated in a potent medical experiment gain telepathic ability and then have a child who is pyrokinetic.,Mark L. Lester,/name/nm0504495/,"Drew Barrymore, 
David Keith, 
Freddie Jones, 
Heather Locklear","/name/nm0000106/,/name/nm0001418/,/name/nm0428086/,/name/nm0000181/",35174.0,15100000.0
tt0357277,Elektra,2005,PG-13,97 min,"Action, Adventure, Crime",4.7,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",Rob Bowman,/name/nm0101385/,"Jennifer Garner, 
Goran Visnjic, 
Will Yun Lee, 
Kirsten Zien","/name/nm0004950/,/name/nm0899681/,/name/nm0498449/,/name/nm0698977/",94534.0,24409722.0
tt0457400,Land of the Lost,2009,PG-13,102 min,"Action, Adventure, Comedy",5.3,"A space-time vortex sucks scientist Rick Marshall, his assistant Holly and a survivalist Will into a world populated by dinosaurs and painfully slow creatures called Sleestaks.",Brad Silberling,/name/nm0797869/,"Will Ferrell, 
Danny McBride, 
Anna Friel, 
Jorma Taccone","/name/nm0002071/,/name/nm1144419/,/name/nm0295484/,/name/nm1672246/",72584.0,49438370.0
tt0107076,Hard Target,1993,R,97 min,"Action, Crime, Thriller",6.2,"A woman hires a drifter as her guide through New Orleans in search of her missing father. In the process, they discover a deadly game of cat and mouse behind his disappearance.",John Woo,/name/nm0000247/,"Jean-Claude Van Damme, 
Lance Henriksen, 
Yancy Butler, 
Chuck Pfarrer","/name/nm0000241/,/name/nm0000448/,/name/nm0000319/,/name/nm0679326/",52885.0,32589677.0
tt1904996,Parker,2013,R,118 min,"Action, Crime, Thriller",6.2,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",Taylor Hackford,/name/nm0000431/,"Jason Statham, 
Jennifer Lopez, 
Michael Chiklis, 
Nick Nolte","/name/nm0005458/,/name/nm0000182/,/name/nm0004821/,/name/nm0000560/",124606.0,17616641.0
tt1448755,Killer Elite,2011,R,116 min,"Action, Crime, Thriller",6.4,"When his mentor is taken captive by a disgraced Arab sheik, a killer-for-hire is forced into action. His mission: kill three members of Britain's elite Special Air Service responsible for his sons' deaths.",Gary McKendry,/name/nm1834213/,"Jason Statham, 
Clive Owen, 
Robert De Niro, 
Dominic Purcell","/name/nm0005458/,/name/nm0654110/,/name/nm0000134/,/name/nm0700712/",131961.0,25124986.0
tt0100263,Nikita,1990,R,117 min,"Action, Crime, Drama",7.3,"Convicted felon, Nikita, isn't going to jail; she's given a new identity and trained, stylishly, as a top secret spy/assassin.",Luc Besson,/name/nm0000108/,"Anne Parillaud, 
Marc Duret, 
Patrick Fontana, 
Alain Lathière","/name/nm0001594/,/name/nm0244019/,/name/nm0284938/,/name/nm1016405/",73315.0,5017971.0
tt0067525,The Omega Man,1971,PG,98 min,"Action, Drama, Sci-Fi",6.4,Biological war has decimated life on Earth. Los Angeles is a windswept ghost town where Robert Neville tools his convertible through sunlit streets foraging for supplies.,Boris Sagal,/name/nm0755963/,"Charlton Heston, 
Anthony Zerbe, 
Rosalind Cash, 
Paul Koslo","/name/nm0000032/,/name/nm0001875/,/name/nm0143614/,/name/nm0467178/",32409.0,8720000.0
tt0146675,End of Days,1999,R,122 min,"Action, Fantasy, Horror",5.8,"At the end of the century, Satan visits New York in search of a bride. It's up to an ex-cop who now runs an elite security outfit to stop him.",Peter Hyams,/name/nm0001382/,"Arnold Schwarzenegger, 
Gabriel Byrne, 
Robin Tunney, 
Kevin Pollak","/name/nm0000216/,/name/nm0000321/,/name/nm0000677/,/name/nm0001629/",112307.0,66889043.0
tt0119303,Home Alone 3,1997,PG,102 min,"Action, Comedy, Crime",4.5,"Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.",Raja Gosnell,/name/nm0331532/,"Alex D. Linz, 
Olek Krupa, 
Rya Kihlstedt, 
Lenny von Dohlen","/name/nm0513281/,/name/nm0472762/,/name/nm0452748/,/name/nm0902188/",120254.0,30882515.0
tt0409182,Poseidon,2006,PG-13,98 min,"Action, Adventure, Thriller",5.7,"On New Year's Eve, the luxury ocean liner Poseidon capsizes after being swamped by a rogue wave. The survivors are left to fight for their lives as they attempt to escape the sinking ship.",Wolfgang Petersen,/name/nm0000583/,"Richard Dreyfuss, 
Kurt Russell, 
Emmy Rossum, 
Josh Lucas","/name/nm0000377/,/name/nm0000621/,/name/nm0002536/,/name/nm0524197/",106592.0,60674817.0
tt0141926,U-571,2000,PG-13,116 min,"Action, War",6.6,A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.,Jonathan Mostow,/name/nm0609236/,"Matthew McConaughey, 
Bill Paxton, 
Harvey Keitel, 
Jon Bon Jovi","/name/nm0000190/,/name/nm0000200/,/name/nm0000172/,/name/nm0000954/",83510.0,77086030.0
tt0119229,Grosse Pointe Blank,1997,R,107 min,"Action, Comedy, Crime",7.3,"Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time.",George Armitage,/name/nm0000786/,"John Cusack, 
Minnie Driver, 
Dan Aykroyd, 
Joan Cusack","/name/nm0000131/,/name/nm0000378/,/name/nm0000101/,/name/nm0000349/",96039.0,28014536.0
